Id,Name,CardNumber,Color,Type,Subtypes,Cost,Inkable,Rarity,Strength,Willpower,LoreValue,MoveCost,SetNumber,SetName,Abilities,RulesText,FlavorText,Artist,Image,OwnedNumber
414,Ursula - Sorcière des mers,59,Amethyst,characters,"Dreamborn, Méchant, Mage",3,False,Rare,3.0,3.0,1.0,,3,Les Terres d'Encres,,"TROP TARD Chaque fois que ce personnage est envoyé à l'aventure, choisissez un personnage adverse qui ne pourra pas être redressé au début de son prochain tour.",Le contrat est déjà prêt.,John Loren,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/59_4df24686aa253118b97826a96d90f62e6cd07615.jpg,0
1696,Offrir un don,60,Amethyst,actions,,1,True,Common,,,,,3,Les Terres d'Encres,,"Choisissez un personnage, déplacez 1 de ses jetons Dommage sur un personnage adverse de votre choix.","Par l'encre magique, j'invoque ce cadeau.%Vite mon serviteur, vole à tire-d'aile!%—Maléfique",Dylan Bonner,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/60_23648e047733c93c7b1b0642f9c685fddd42a9f5.jpg,0
1697,Il m'appelle,61,Amethyst,actions,Chanson,1,True,Uncommon,,,,,3,Les Terres d'Encres,,"(Vous pouvez un personnage coûtant 1 ou plus pour chanter cette chanson gratuitement.) Piochez une carte. Choisissez ensuite jusqu'à 3 cartes de la défausse d'un adversaire, puis remettez-les dans sa pioche et remélangez-la.","J'ai appris, j'ai grandi",Luis Huerta,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/61_8858f8c9bb5f8fcc8a3c32ed4b2b9a7b4f9e58a0.jpg,0
1698,Effort désespéré,62,Amethyst,actions,,3,False,Uncommon,,,,,3,Les Terres d'Encres,,"Choisissez un personnage adverse et épuisez-le. Choisissez ensuite l'un de vos personnages qui gagne Offensif +2 jusqu'à la fin du tour. (Lorsqu'il défie, ce personnage gagne +2.)",J'suis là!,Ian MacDonald,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/62_f7bf50293bd6a5c2b9dc80351846c45752e39c45.jpg,0
1699,Je complète ma collection,63,Amethyst,actions,Chanson,3,True,Rare,,,,,3,Les Terres d'Encres,,"(Vous pouvez un personnage coûtant 3 ou plus pour chanter cette chanson gratuitement.) Regardez les 5 premières cartes de votre pioche. Remettez-en autant que vous voulez sur le dessus de votre pioche et le reste en dessous, dans l'ordre de votre choix. Gagnez 1 éclat de Lore.",Décide-toi! Fais ton choix!,Koni,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/63_91e7df3cc3683c0d2c506eb89fd6a6c03ab2ff56.jpg,0
1525,La lampe,64,Amethyst,items,,2,False,Rare,,,,,3,Les Terres d'Encres,,"BIEN OU MAL Bannissez cet objet – Si vous avez un personnage Jafar en jeu, piochez 2 cartes. Si vous avez un personnage Génie en jeu, choisissez un personnage coûtant 4 ou moins et renvoyez-le dans la main de son propriétaire.",,Ever Galvez / Anna Stosik,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/64_e329c29a1b9a004c6ee049029e64df7d7530b8a3.jpg,0
1526,Le chapeau de sorcier,65,Amethyst,items,,2,True,Rare,,,,,3,Les Terres d'Encres,,"INCROYABLE ÉNERGIE , 1 – Nommez une carte puis révélez la première carte de votre pioche. S'il s'agit de la carte nommée, ajoutez-la à votre main. Sinon, remettez-la sur le dessus de votre pioche.",Minnie s'en approcha prudemment. La personne qui l'avait placé ici avait sans nulle doute préparé des pièges.,Jiahui Eva Gao,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/65_5dfd8ea4e0042dba2865fae28669858bc065af03.jpg,0
1419,Montagne interdite - Château de Maléfique,66,Amethyst,locations,,2,True,Common,,6.0,1.0,1.0,3,Les Terres d'Encres,,,Un silence inquiétant règne autour du château... Mais méfiez-vous de ses occupants.,Jimmy Lo,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/66_fd306e70d1b747df160f27850a4051c5511bf873.jpg,0
1420,Château de la reine - Salle du miroir,67,Amethyst,locations,,4,True,Rare,,7.0,2.0,1.0,3,Les Terres d'Encres,,"UTILISATION DU MIROIR Au début de votre tour, pour chacun de vos personnages sur ce lieu, vous pouvez piocher une carte.","Ceux qui consultent le miroir peuvent choisir leur question, mais pas la réponse.",Matthew Oates,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/67_e92f65af04b27aae4ee7826dca0be1768ba1c63f.jpg,0
1421,La tour du sorcier - Atelier merveilleux,68,Amethyst,locations,,3,True,Uncommon,,7.0,0.0,2.0,3,Les Terres d'Encres,,PLACARD À BALAIS Vous pouvez déplacer gratuitement vos personnages Balais Magiques sur ce lieu. POUVOIR MAGIQUE Les personnages sur ce lieu gagnent +1.,Tout ce dont vous avez besoin pour faire de la bonne magie.,Wietse Treurniet,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/68_7f8ae3254df31d04493133839f98863ac97cf0a2.jpg,0
415,Le frisé - Enfant perdu très costaud,69,Emerald,characters,"Storyborn, Allié",4,True,Common,3.0,5.0,1.0,,3,Les Terres d'Encres,,"L'OURS Chaque fois que vous déplacez ce personnage sur un lieu, il gagne +3 pour le reste de ce tour.","Tandis que Peter retenait le Capitaine Crochet, Le Frisé fit ce qu'il fait le mieux: casser des choses.",Wouter Bruneel,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/69_1d2281f1d36aff0bbf35cf1d42edd16ddcfcbfef.jpg,0
416,Ondins ensorcelés - Œuvre d'Ursula,70,Emerald,characters,Storyborn,1,False,Rare,0.0,1.0,2.0,,3,Les Terres d'Encres,,"PAUVRES ÂMES Chaque fois que ce personnage est défié, chaque adversaire choisit une carte et la défausse.",Il est tout de même arrivé que l'une ne puisse pas payer…%—Ursula,Massimiliano Narciso / Marieke Ferrari,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/70_603808dab56b9dbcd82bf2e795895d7b87286ebf.jpg,0
417,Don carnage - Prince des pirates,71,Emerald,characters,"Dreamborn, Méchant, Prince, Pirate",5,True,Common,4.0,4.0,2.0,,3,Les Terres d'Encres,Insaisissable,Insaisissable (Seuls les personnages avec Insaisissable peuvent défier ce personnage.),"Vous ne vous attendiez pas à me retrouver ici, n'est-ce pas? Eh bien, moi non plus.",Luis Huerta,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/71_1998aa2f02fb66ee96cbc3c46a40767311d2f848.jpg,0
418,Flotsam - Boule puante,72,Emerald,characters,"Dreamborn, Allié",3,True,Common,5.0,2.0,1.0,,3,Les Terres d'Encres,,SINISTRE DUO Vos personnages Jetsam gagnent +3.,Ursula a besoin d'éclats de Lore pour mener son plan à bien....,Brian Kesinger,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/72_42f75f73bed2837d294b614c4885ebe56cc926d8.jpg,0
419,Frère tuck - Prêtre de Nottingham,73,Emerald,characters,"Storyborn, Allié",4,True,Uncommon,2.0,4.0,2.0,,3,Les Terres d'Encres,,"IMMONDE COQUIN Lorsque vous jouez ce personnage, le joueur ou les joueurs ayant le plus de cartes en main choisissent une carte et la défaussent.",Sortez de mon église! Ouste! Ouste! Ouste!,Denny Minonne,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/73_0bb6ec8151ff5075d78142b3041c397fdf942f97.jpg,0
420,Helga sinclair - Femme fatale,74,Emerald,characters,"Floodborn, Méchant",5,False,Super,4.0,4.0,2.0,,3,Les Terres d'Encres,Alter,"Alter 3 (Vous pouvez payer 3 pour jouer ce personnage sur l'un de vos personnages Helga Sinclair.) ÇA CHANGE BEAUCOUP DE CHOSES Chaque fois que ce personnage est envoyé à l'aventure, vous pouvez choisir un personnage blessé et lui infliger 3 dommages.",,Alice Pisoni,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/74_630f43ce2603e392a15738e1816647c9160a6108.jpg,0
421,Helga sinclair - Partenaire vengeresse,75,Emerald,characters,"Storyborn, Méchant",2,True,Rare,2.0,1.0,1.0,,3,Les Terres d'Encres,,"JE VOUS AI JAMAIS AIMÉ Lorsque ce personnage est défié et banni, bannissez le personnage qui l'a défié.",On veut se débarrasser des associés?!,Kasia Brzezinska,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/75_76edab02d688cdff48102c011fb69701aa497919.jpg,0
422,Jetsam - Boule puante,76,Emerald,characters,"Dreamborn, Allié",3,True,Common,2.0,2.0,2.0,,3,Les Terres d'Encres,"""Hors datteinte""","Hors d'atteinte (Les adversaires ne peuvent pas choisir ce personnage, hormis pour un défi.) SINISTRE DUO Vos personnages Flotsam gagnent Hors d'atteinte.","Il doit y avoir de puissants éclats de Lore ici, de très puissants.",Brian Kesinger,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/76_68dbdd30de8c1f23f5ae3e1700f802ed821234da.jpg,0
423,Kit - Dur à cuire,77,Emerald,characters,"Storyborn, Allié",3,True,Uncommon,2.0,2.0,1.0,,3,Les Terres d'Encres,,"SURFEUR DES AIRS Lorsque vous jouez ce personnage, vous pouvez choisir un personnage adverse ayant 2 ou moins et le renvoyer dans la main de son propriétaire.","On s'est bien amusé, mais excusez-moi les gars, j'dois m'en aller. Yahaa!",Jake Parker,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/77_03e9f457af3415bed189f14c67bd3ef0907ea559.jpg,0
424,Lyle tiberius rourke - Mercenaire fourbe,78,Emerald,characters,"Storyborn, Méchant",3,False,Super,2.0,4.0,1.0,,3,Les Terres d'Encres,,"VOUS VOILÀ DANS LA CONFIDENCE Lorsque vous jouez ce personnage, choisissez un personnage adverse qui gagne Combattant durant son prochain tour. (Ce personnage ne peut pas être envoyé à l'aventure et doit défier s'il le peut.) VOUS ÊTES L'HOMME QU'IL NOUS FAUT Chaque fois que l'un de vos autres personnages est banni, chaque adversaire perd 1 éclat de Lore.",,Mike Parker,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/78_fce0da773fb6292379b3429189a70494ad7eaa6f.jpg,0
425,Milo thatch - Brillant cartographe,79,Emerald,characters,"Dreamborn, Héros",1,True,Common,2.0,2.0,1.0,,3,Les Terres d'Encres,,,"Croyez-moi, étudier le charabia peut vraiment vous faire voyager.",Giuseppe di Maio,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/79_37124944bed6538ff48c69d0e43a8477dd0f4244.jpg,0
426,Milo thatch - Roi de l'Atlantide,80,Emerald,characters,"Floodborn, Héros, Roi",7,False,Legendary,4.0,4.0,3.0,,3,Les Terres d'Encres,Alter,"Alter 4 (Vous pouvez payer 4 pour jouer ce personnage sur l'un de vos personnages Milo Thatch.) ON PROFITE DE L'EFFET DE SURPRISE Lorsque ce personnage est banni, renvoyez tous les personnages adverses dans la main de leur propriétaire.",Vous ne savez pas ce que vous risquez en jouant avec ce cristal.,Valerio Buonfantino,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/80_7e2da7e5ae27a4c24a34666b37368d8332e79c28.jpg,0
427,Morph - Gluant de l'espace,81,Emerald,characters,"Storyborn, Allié, Alien",2,True,Rare,2.0,1.0,1.0,,3,Les Terres d'Encres,,"MIMÉTISME Vous pouvez jouer n'importe quel personnage avec Alter sur ce personnage, quel que soit son nom.","Petite crapule, frippon globuleux!%—John Silver",Alan Batson,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/81_2dd61f9b8eaae27e67555786146a71008e3d89fa.jpg,0
428,Peter pan - Chef des enfants perdus,82,Emerald,characters,"Dreamborn, Héros",4,True,Rare,3.0,3.0,1.0,,3,Les Terres d'Encres,,"J'ÉTAIS VENU ÉCOUTER LES HISTOIRES Une fois par tour, lorsque ce personnage est déplacé sur un lieu, gagnez un nombre d'éclats de Lore égal à la de ce lieu.","Les Illumineurs avaient besoin de quelqu'un pour retrouver un grimoire disparu, et Peter fut le premier à se porter volontaire.",Grace Tran,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/82_0f2c3bc98c637e532961c988c459a0465b2dc2bc.jpg,0
429,Prince jean - Roi de mauvais aloi,83,Emerald,characters,"Storyborn, Méchant, Prince",5,False,Uncommon,2.0,4.0,2.0,,3,Les Terres d'Encres,,"COLLECTE DE TAXES Chaque fois que ce personnage est envoyé à l'aventure, chaque adversaire ayant plus d'éclats de Lore que vous en perd 2.","Il veut qu'on l'appelle Jean le Preux, mais il ne sera que Jean l'Affreux.%—Shérif de Nottingham",Koni,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/83_639495fb6ee370892ba72e667c495d488c503f89.jpg,0
430,Robin des bois - Rêveur éveillé,84,Emerald,characters,"Dreamborn, Héros",6,True,Rare,4.0,5.0,4.0,,3,Les Terres d'Encres,,,Il est parfois agréable de laisser courir l'eau à sa place.,John Loren,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/84_2e46b854b0f9f7dad66499db9e95a4414c6a1a7f.jpg,0
431,Shenzi - Cheffe de meute des hyènes,85,Emerald,characters,"Storyborn, Allié, Hyène",4,True,Super,0.0,6.0,1.0,,3,Les Terres d'Encres,,"LAISSE, J'M'EN OCCUPE Tant que ce personnage se trouve sur un lieu, il gagne +3. RIEN NE PRESSE Si ce personnage se trouve sur un lieu et défie un autre personnage, vous pouvez piocher une carte.",Nous serions ravies de vous avoir à dîner.,Jochem van Gool,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/85_5a1d2a61477ba79093db028b2e4d772090117ac4.jpg,0
432,Triste sire - Aspic envenimant,86,Emerald,characters,"Dreamborn, Allié",2,True,Common,3.0,1.0,1.0,,3,Les Terres d'Encres,Insaisissable,Insaisissable (Seuls les personnages avec Insaisissable peuvent défier ce personnage.),Le Prince Jean n'est pas le seul à collecter des taxes!,Alan Batson,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/86_de3a5a076499e26b4234e44d5395a4c967772641.jpg,0
433,Bobby - Lapin énergique,87,Emerald,characters,"Storyborn, Allié",2,True,Common,2.0,2.0,1.0,,3,Les Terres d'Encres,"""Hors datteinte""","Hors d'atteinte (Les adversaires ne peuvent pas choisir ce personnage, hormis pour un défi.)",Même le plus courageux des hors-la-loi sait quand se faire oublier.,Jeanne Plounevez,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/87_db9b1e3779b925d5100702084e4fcf8f03f01d7c.jpg,0
434,Monsieur starkey - Pirate sournois,88,Emerald,characters,"Storyborn, Allié, Pirate",7,True,Uncommon,6.0,6.0,3.0,,3,Les Terres d'Encres,,,Montrez-lui la bonne direction et il se chargera du reste.,Adam Ford,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/88_2170da3bee34f2d448e176c90f25d8cc01bad55d.jpg,0
435,Stitch - Agent sous couverture,89,Emerald,characters,"Dreamborn, Héros, Alien",5,True,Rare,3.0,3.0,2.0,,3,Les Terres d'Encres,Insaisissable,"Insaisissable (Seuls les personnages avec Insaisissable peuvent défier ce personnage.) CACHÉ Tant que ce personnage se trouve sur un lieu, il gagne Hors d'atteinte (Les adversaires ne peuvent pas choisir ce personnage, hormis pour un défi.)","Pour un look si tape à l'oeil, il est plutôt difficile à repérer!",Grace Tran,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/89_167b46d6d5fb24ab6f368c08de8d968becf11f0c.jpg,0
436,Ursula - Embobineuse,90,Emerald,characters,"Storyborn, Méchant, Mage",2,True,Uncommon,1.0,3.0,1.0,,3,Les Terres d'Encres,,"UNE CHOSE DONT TU PEUX TE PASSER Lorsque vous jouez ce personnage, choisissez un adversaire qui doit révéler sa main et doit défausser une carte chanson de votre choix.",Flotsam! Jetsam! Gardez vos yeux ouverts pour trouver des éclats de Lore. Trouvez-moi quelque chose de spécial!,Lisanne Koeteeuw,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/90_9cda0ef2319248be920860a50a20b4e681d82472.jpg,0
437,Ursula - La plus perfide de toutes,91,Emerald,characters,"Dreamborn, Méchant, Mage",3,True,Legendary,2.0,3.0,1.0,,3,Les Terres d'Encres,,"QUEL CONTRAT Chaque fois que ce personnage chante une chanson, vous pouvez rejouer cette chanson gratuitement depuis votre défausse, puis la remettre sous votre pioche.",Je ne veux pas grand-chose... juste les éclats les plus puissants!,Matthew Robert Davies,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/91_cb58154454debde6906625f52fd65f8cc6f7fcca.jpg,0
438,Turbo - Mécanicien,92,Emerald,characters,"Storyborn, Allié",3,True,Uncommon,2.0,3.0,1.0,,3,Les Terres d'Encres,Insaisissable,Insaisissable (Seuls les personnages avec Insaisissable peuvent défier ce personnage.) DÉSASSEMBLAGE – Choisissez un objet et bannissez-le.,Je peux démonter n'importe quoi en moins de cinq minutes!,Valentina Graziuso,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/92_dd419d22de49037d8e43a4d0f6c2c73f01cb249b.jpg,0
439,Zazu - Intendant de la Terre des Lions,93,Emerald,characters,"Storyborn, Allié",1,True,Common,2.0,1.0,1.0,,3,Les Terres d'Encres,,"IL EST TEMPS DE RENTRER! Tant que ce personnage se trouve sur un lieu, il gagne +1.","Je mentirais si je disais que c'est moi qui règne ici, mais bienvenue à vous sur la Terre des Lions tout de même!",Ron Baird,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/93_8c83e6ad7a359c288ed2c404e69d70510113a2a1.jpg,0
1700,A touché mon cœuuuuur…,94,Emerald,actions,Chanson,2,True,Uncommon,,,,,3,Les Terres d'Encres,,(Vous pouvez un personnage coûtant 2 ou plus pour chanter cette chanson gratuitement.) Choisissez un objet et bannissez-le.,"Ce n'est ni Don Juan, ni un génie%Mais il a touché mon cœur à vie",Hyuna Lee,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/94_e78a5c5a27e21d3e9bcb3f1f21646919cf5673f5.jpg,0
1701,Je prends le chemin,95,Emerald,actions,Chanson,1,True,Common,,,,,3,Les Terres d'Encres,,"(Vous pouvez un personnage coûtant 1 ou plus pour chanter cette chanson gratuitement.) Choisissez l'un de vos personnages, il gagne +2 pour le reste de ce tour. Puis vous pouvez le déplacer gratuitement sur un lieu.",Ce monde auquel j'appartiens%qui est encore bien loin,Carmine Pucci,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/95_886539445e82c4586b21e2170c1726279d331824.jpg,0
1702,Crois-moi j'ai vu pire,96,Emerald,actions,Chanson,2,True,Common,,,,,3,Les Terres d'Encres,,(Vous pouvez un personnage coûtant 2 ou plus pour chanter cette chanson gratuitement.) Piochez 2 cartes puis choisissez et défaussez une carte.,Tu nous combleras d’honneur!,Maxine Vee,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/96_73d23b3437d27007b69b48323d1c2187781277b8.jpg,0
1527,Aéro-surf,97,Emerald,items,,2,True,Common,,,,,3,Les Terres d'Encres,,"IL FAUT QUE J'Y AILLE – Si vous avez joué au moins 2 cartes Action durant votre tour, piochez une carte.","Découvert à bord du Zingalo, il avait l'air comme neuf.",Jenna Gray,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/97_9375deb929a110228844d806f3baa3c3759ad3d9.jpg,0
1528,Arc de robin,98,Emerald,items,,3,False,Uncommon,,,,,3,Les Terres d'Encres,,"DON DE LA FORÊT – Choisissez un personnage blessé ou un lieu endommagé et infligez-lui 1 dommage. UNE BOUFFONNERIE Chaque fois que l'un de vos personnages Robin des Bois est envoyé à l'aventure, vous pouvez redresser cet objet.",La forêt nous procure tout ce dont nous avons besoin.%—Robin des Bois,McKay Anderson,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/98_1735e4b1b56bd33c061f0b77b12b95a3fe884276.jpg,0
1529,Fiole de lumière d'étoile,99,Emerald,items,,4,False,Rare,,,,,3,Les Terres d'Encres,,"ÉNERGIE EFFICACE – La prochaine carte Action que vous jouez durant ce tour vous coûte 2 de moins. PIÈGE 2 , Bannissez cet objet – Piochez 2 cartes puis choisissez et défaussez une carte.","Entre de mauvaises mains, cette fiole magique provoquerait un désastre.",Billy Wimblett,https://api.lorcana.ravensburger.com/images/fr/set3/cards/367x512/99_9574868ce7925c33e722cef8312da506c25323d8.jpg,0
